"Id","BldgType","MasVnrType_clean","MasVnrArea_clean_scale","ExterQual","CentralAir","1stFlrSF_scale","GrLivArea_scale","KitchenQual_clean","GarageArea_clean_scale","PavedDrive","WoodDeckSF_scale","OpenPorchSF_scale","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad_scale","reforma_scale"
1818,"1Fam","None",-0.561396796481775,"TA","Y",-0.167102773453966,1.07287983980061,"Ex",-0.53120356524736,"Y",-0.72938168744377,2.71017666985389,"70","RM","Artery","2Story",2.3480622892636,1.59309223379629
1819,"1Fam","None",-0.561396796481775,"TA","Y",-1.23700877501913,-0.407866040099552,"Ex",-0.885508528203677,"N",-0.72938168744377,0.793893954869693,"70","RM","Norm","2Story",1.78866905549766,-1.10443452922853
1820,"1Fam","None",-0.561396796481775,"TA","Y",-0.855258276808087,-1.37992731313554,"TA",-2.17389021168119,"N",-0.72938168744377,-0.222316575803747,"30","OTHER","Norm","1Story",2.01900744587187,1.59309223379629
1821,"1Fam","None",-0.561396796481775,"Fa","Y",-0.282632529491519,-0.012451284966268,"TA",-1.22140803853889,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.68995260248015,1.59309223379629
1822,"1Fam","None",-0.561396796481775,"TA","Y",-0.945672868489651,0.0719862408694852,"Gd",0.770982207695984,"Y",-0.72938168744377,-0.701387254549797,"70","RM","Norm","2Story",2.01900744587187,-0.867809374577226
1823,"1Fam","None",-0.561396796481775,"TA","N",-0.902977089084468,-1.41905689827894,"TA",-2.17389021168119,"N",-0.72938168744377,-0.178764695917742,"30","OTHER","Norm","1Story",2.3480622892636,1.59309223379629
1824,"1Fam","None",-0.561396796481775,"TA","N",0.691835847520887,-0.111304973749589,"Gd",-1.17999577014139,"Y",1.35289352262231,0.184167636465629,"30","RL","Norm","1Story",1.59123614946263,1.59309223379629
1825,"1Fam","None",-0.561396796481775,"TA","Y",-0.390627736222275,0.34589333687327,"TA",-0.627832191508174,"N",1.18067527216571,0.169650343170294,"70","RL","RRAn","1.5Fin",1.36089775908842,0.0786912440279714
1826,"1Fam","BrkFace",1.94771455424065,"TA","Y",-0.840189178194494,-0.708546010148819,"TA",-0.701454001992603,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.55833066512346,1.59309223379629
1827,"1Fam","None",-0.561396796481775,"TA","Y",-0.405696834835869,-1.01128543204774,"TA",-0.959130338688106,"Y",-0.72938168744377,-0.483627855119774,"30","RM","Norm","1Story",1.52542518078428,-0.725834281786446
1828,"1Fam","None",-0.561396796481775,"TA","Y",-0.408208351271468,0.197612803698289,"TA",-1.02354942286198,"Y",0.750129646024231,-0.701387254549797,"50","RM","Norm","1.5Fin",1.09765388437504,1.59309223379629
1829,"1Fam","None",-0.561396796481775,"TA","Y",-0.212310069294747,-0.852707639624496,"TA",3.27412376416658,"P",-0.72938168744377,-0.701387254549797,"30","RM","Norm","1Story",1.52542518078428,1.59309223379629
1830,"1Fam","None",-0.561396796481775,"TA","Y",-0.272586463749123,0.580670847733657,"TA",0.476494965758267,"Y",-0.72938168744377,-0.701387254549797,"70","RM","Norm","2Story",1.85448002417601,1.59309223379629
1831,"1Fam","None",-0.561396796481775,"TA","Y",0.289993217825049,0.943134373272501,"TA",-1.17999577014139,"N",-0.541507232400214,-0.294903042280421,"70","RM","Norm","2Story",1.85448002417601,-0.489209127135147
1832,"Duplex","None",-0.561396796481775,"TA","N",-0.172125806325164,1.32207351360856,"TA",-2.17389021168119,"Y",-0.72938168744377,0.111581169988955,"90","RM","Norm","2Story",1.6241416338018,1.59309223379629
1833,"1Fam","None",-0.561396796481775,"TA","Y",-0.0264578530604226,0.914302047377365,"TA",-0.71985945461371,"Y",-0.72938168744377,-0.701387254549797,"70","RM","Norm","2Story",1.45961421210594,1.59309223379629
1834,"1Fam","None",-0.561396796481775,"TA","Y",-1.04362200947801,-0.121602232997852,"Gd",-0.42997357583127,"Y",-0.72938168744377,-0.352972215461761,"70","RM","Feedr","2Story",1.85448002417601,-0.867809374577226
1835,"2fmCon","Stone",0.501019721391683,"TA","N",-0.448392614241052,0.778378225300299,"TA",-2.17389021168119,"N",-0.72938168744377,2.02786388497316,"190","RM","Feedr","2.5Unf",2.28225132058525,-0.773159312716706
1836,"1Fam","None",-0.561396796481775,"TA","Y",0.119210100204318,0.3706067590691,"TA",-0.406966760054886,"Y",-0.72938168744377,-0.701387254549797,"50","RM","Norm","1.5Fin",1.45961421210594,1.59309223379629
1837,"1Fam","None",-0.561396796481775,"TA","Y",-0.664383027702565,-1.22340897256195,"Gd",-2.17389021168119,"N",-0.72938168744377,-0.701387254549797,"OTHERS","RM","Norm","SFoyer",1.59123614946263,1.59309223379629
1838,"2fmCon","None",-0.561396796481775,"TA","Y",-1.01097229581522,-0.171029077389512,"TA",-0.756670359855925,"Y",-0.72938168744377,-0.701387254549797,"190","RM","Artery","2Story",1.85448002417601,0.883216769842389
1839,"1Fam","None",-0.561396796481775,"TA","Y",-1.13654811759517,-1.61058592029662,"Fa",-1.16159031752029,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",0.834410009661662,-0.820484343646966
1840,"Duplex","None",-0.561396796481775,"TA","Y",0.109164034461923,-0.589097802868973,"TA",-2.17389021168119,"Y",0.209990587774009,-0.701387254549797,"90","RL","Norm","1Story",-0.51471484824441,-0.205258941553588
1841,"Duplex","None",-0.561396796481775,"TA","Y",-0.0113887544468287,-0.687951491652294,"TA",-1.01434669655143,"N",-0.72938168744377,-0.701387254549797,"90","RL","Norm","SFoyer",-0.218565489191858,0.267991367749011
1842,"1Fam","None",-0.561396796481775,"TA","N",-1.17924389700036,-0.770329565638395,"TA",-1.13398213858863,"N",-0.72938168744377,-0.701387254549797,"50","RL","Norm","1.5Fin",1.22927582173173,1.59309223379629
1843,"1Fam","BrkFace",0.410601294338623,"TA","Y",-0.262540398006727,-0.893896676617546,"TA",0.899820376043736,"Y",-0.72938168744377,2.4198308039472,"20","RL","Norm","1Story",0.143394838539039,0.788566707981869
1844,"1Fam","BrkFace",-0.431420307593001,"TA","Y",-0.307747693847509,-0.930966809911291,"TA",0.145196818578335,"Y",-0.72938168744377,-0.701387254549797,"OTHERS","RL","Norm","SFoyer",-0.218565489191858,0.267991367749011
1845,"1Fam","None",-0.561396796481775,"TA","Y",-0.634244830475377,0.593027558831573,"TA",-0.406966760054886,"Y",1.54076797766586,-0.120695522736403,"80","RL","Norm","SLvl",0.340827744574074,1.07251689356343
1846,"1Fam","BrkFace",-0.256234605177697,"TA","Y",-0.0465499845452145,-0.716783817547429,"TA",0.0347641028516906,"Y",-0.72938168744377,-0.701387254549797,"80","RL","Norm","SLvl",0.373733228913247,1.11984192449369
1847,"1Fam","BrkFace",1.50692472235698,"TA","Y",2.29669484986864,1.20468475817837,"TA",-0.627832191508174,"Y",0.296099713002305,-0.294903042280421,"80","RL","Norm","SLvl",0.505355166269937,1.30914204821473
1848,"1Fam","None",-0.561396796481775,"TA","N",-1.24705484076153,-1.70120180168133,"Fa",-2.17389021168119,"N",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",0.801504525322489,1.59309223379629
1849,"1Fam","None",-0.561396796481775,"TA","Y",0.568771542176537,-0.212218114382562,"TA",0.117588639646674,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",0.571166134948282,1.40379211007525
1850,"1Fam","None",-0.561396796481775,"TA","Y",-0.209798552859148,-0.850648187774843,"TA",-0.609426738887066,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",0.505355166269937,1.30914204821473
1851,"1Fam","None",-0.561396796481775,"TA","Y",-0.664383027702565,0.315001559128482,"Gd",-1.06956305441475,"Y",-0.72938168744377,0.0244774102169457,"60","RL","Norm","2Story",0.834410009661662,1.59309223379629
1852,"1Fam","None",-0.561396796481775,"TA","Y",-0.169614289889565,-0.817696958180403,"TA",-1.01434669655143,"P",1.83823586481816,-0.701387254549797,"20","RL","Norm","1Story",0.571166134948282,1.40379211007525
1853,"TwnhsE","BrkFace",0.280624805449849,"Gd","Y",-0.270074947313524,-0.900075032166504,"Gd",-0.949927612377552,"Y",-0.72938168744377,0.822928541460363,"120","RL","Norm","1Story",-0.415998395226893,-0.0159588178325483
1854,"1Fam","None",-0.561396796481775,"Gd","Y",-0.239936750086336,-0.875361609970673,"Gd",-0.0480604339432924,"Y",0.16302197401312,-0.178764695917742,"80","RL","Feedr","SLvl",-0.613431301261928,-0.347234034344367
1855,"1Fam","BrkFace",0.00371837259985171,"Gd","Y",0.455753302574582,-0.304893447616926,"Gd",0.476494965758267,"Y",-0.72938168744377,-0.701387254549797,"80","RL","Norm","SLvl",-0.38309291088772,0.0313662130977115
1856,"1Fam","None",-0.561396796481775,"Gd","Y",-0.194729454245555,0.809270003045087,"Gd",0.00255456076475279,"Y",2.40185922994883,0.750342074983689,"60","RL","Norm","2Story",-0.712147754279445,-0.489209127135147
1857,"1Fam","None",-0.561396796481775,"Gd","Y",0.330177480794633,1.09141490644748,"TA",0.476494965758267,"P",-0.72938168744377,-0.701387254549797,"70","RL","Feedr","2Story",3.00617197604705,-1.10443452922853
1858,"Duplex","None",-0.561396796481775,"TA","Y",-0.10682637899959,1.52801869857382,"TA",1.13909126011813,"Y",-0.157930220019621,-0.701387254549797,"90","RL","Feedr","2Story",-0.25147097353103,0.220666336818751
1859,"Duplex","None",-0.561396796481775,"TA","Y",0.950522040387582,0.10081856676462,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.701387254549797,"90","RL","Norm","1Story",-0.25147097353103,0.220666336818751
1860,"Duplex","BrkFace",0.659251968734539,"TA","Y",0.181998011094293,-0.52937369922905,"Gd",0.918225828664843,"Y",0.209990587774009,-0.701387254549797,"90","RL","Feedr","SFoyer",-0.25147097353103,0.220666336818751
1861,"Duplex","None",-0.561396796481775,"TA","Y",0.895268678804405,0.0555106260722651,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.701387254549797,"90","RL","Norm","1Story",-0.25147097353103,0.220666336818751
1862,"Duplex","BrkFace",-0.431420307593001,"TA","Y",0.028795508522755,2.67925228252957,"TA",1.59922757564581,"Y",1.71298622812245,-0.701387254549797,"90","RL","Norm","2Story",-0.942486144653653,-0.773159312716706
1863,"Duplex","BrkFace",-0.431420307593001,"TA","Y",0.028795508522755,2.67925228252957,"TA",1.59922757564581,"Y",1.71298622812245,-0.701387254549797,"90","RL","Feedr","2Story",-0.942486144653653,-0.773159312716706
1864,"Duplex","BrkFace",-0.431420307593001,"TA","Y",0.028795508522755,2.67925228252957,"TA",1.59922757564581,"Y",1.71298622812245,-0.701387254549797,"90","RL","Feedr","2Story",-0.942486144653653,-0.773159312716706
1865,"1Fam","Stone",0.806181912695762,"Ex","Y",1.31469192354943,0.399439084964236,"Ex",3.06246105902385,"Y",0.718817236850305,-0.352972215461761,"20","RL","Norm","1Story",-1.23863550370621,-1.19908459108905
1866,"1Fam","Stone",1.49562241897535,"Ex","Y",1.41515258097339,0.481817158950336,"Ex",1.71886301768301,"Y",0.898863589600379,0.808411248165028,"20","RL","Norm","1Story",-1.20573001936703,-1.15175956015879
1867,"1Fam","None",-0.561396796481775,"Gd","Y",0.78225043920245,-0.0371647071620983,"Gd",1.98574208068907,"Y",0.773613952904676,1.36006839338775,"20","RL","Norm","1Story",-1.20573001936703,-1.15175956015879
1868,"1Fam","Stone",1.42780859868555,"Gd","Y",1.71151152037407,0.724832477209334,"Gd",0.237224081683871,"Y",0.476146065752379,2.52145185701454,"20","RL","Norm","1Story",-1.17282453502786,-1.15175956015879
1869,"1Fam","None",-0.561396796481775,"Gd","Y",0.335200513665831,-0.403747136400247,"Gd",0.872212197112075,"Y",0.58573949786112,-0.701387254549797,"20","RL","Norm","1Story",-1.17282453502786,-1.10443452922853
1870,"1Fam","BrkFace",0.229764440232502,"Gd","Y",0.244785921984268,-0.477887402987737,"Gd",1.55321394409305,"Y",0.58573949786112,0.63420372862101,"20","RL","Norm","1Story",-1.20573001936703,-1.15175956015879
1871,"1Fam","Stone",-0.131909267979739,"Gd","Y",0.85759593227042,0.0246188483274773,"Gd",1.70966029137246,"Y",0.397865042817564,0.721307488393019,"20","RL","Norm","1Story",-1.10701356634952,-1.05710949829827
1872,"1Fam","None",-0.561396796481775,"Gd","Y",-1.13654811759517,-0.131899492246114,"Gd",-0.149290423359383,"Y",-0.447570004878436,-0.294903042280421,"60","RL","Norm","2Story",-1.10701356634952,-1.05710949829827
1873,"1Fam","None",-0.561396796481775,"Gd","Y",-0.533784173051417,0.562135781086785,"Gd",0.241825444839148,"Y",0.444833656578453,2.10045035144983,"60","RL","Norm","2Story",-0.679242269940273,-0.441884096204887
1874,"1Fam","None",-0.561396796481775,"TA","Y",-0.418254417013864,-1.021582691296,"TA",-0.149290423359383,"Y",-0.212726936073992,-0.701387254549797,"20","RL","Norm","1Story",-0.745053238618618,-0.489209127135147
1875,"1Fam","None",-0.561396796481775,"TA","Y",0.769692857024455,-0.0474619664103609,"TA",0.306244529013024,"Y",-0.72938168744377,0.474513502372326,"20","RL","PosN","1Story",-0.876675175975308,-0.678509250856187
1876,"1Fam","BrkFace",0.116741406416177,"TA","Y",-0.573968436021001,0.588908655132267,"TA",0.0899804607150127,"Y",0.444833656578453,0.692272901802349,"60","RL","Norm","2Story",-0.876675175975308,-0.678509250856187
1877,"1Fam","BrkFace",-0.177118481506269,"Gd","Y",0.721974044748075,-0.0865915515537587,"Gd",0.481096328913544,"Y",0.397865042817564,-0.120695522736403,"20","RL","Norm","1Story",-1.008297113332,-0.820484343646966
1878,"1Fam","BrkFace",0.455810507865153,"Gd","Y",0.842526833656826,0.0122621372295622,"Gd",0.623738586727126,"Y",-0.72938168744377,0.953584181118377,"20","RL","Norm","1Story",-0.975391628992825,-0.820484343646966
1879,"1Fam","BrkFace",-0.131909267979739,"TA","Y",-0.62671028116858,-1.19251719481716,"TA",-0.595622649421236,"Y",-0.165758322313103,-0.701387254549797,"20","RL","Norm","1Story",-0.218565489191858,0.267991367749011
1880,"1Fam","BrkFace",-0.335350728849124,"TA","Y",-0.609129666119387,-1.17810103186959,"TA",-0.130884970738275,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",-0.25147097353103,0.220666336818751
1881,"1Fam","None",-0.561396796481775,"Gd","Y",1.14139728949311,0.257336907338212,"Gd",3.49038783246459,"Y",1.32158111344838,0.648721021916345,"20","RL","Norm","1Story",-1.008297113332,-0.867809374577226
1882,"1Fam","BrkFace",0.557531238299846,"Gd","Y",-0.222356135037143,1.43740281718911,"Gd",0.448886786826606,"Y",0.773613952904676,1.2148954604344,"60","RL","Norm","2Story",-1.04120259767117,-0.915134405507486
1883,"1Fam","None",-0.561396796481775,"Gd","Y",-0.794981882353712,0.492114418198599,"Gd",0.356859523721069,"Y",-0.72938168744377,-0.00455717637372405,"60","RL","Norm","2Story",-1.008297113332,-0.867809374577226
1884,"1Fam","None",-0.561396796481775,"Gd","Y",-0.533784173051417,0.790734936398214,"Gd",0.623738586727126,"Y",1.27461249968749,-0.0771436428503983,"60","RL","Norm","2Story",-0.975391628992825,-0.820484343646966
1885,"1Fam","BrkFace",0.907902643130454,"Gd","Y",0.895268678804405,0.0555106260722651,"Gd",0.223419992218041,"Y",0.327412122176231,-0.207799282508412,"20","RL","Feedr","1Story",-0.90958066031448,-0.773159312716706
1886,"1Fam","BrkFace",0.365392080812093,"Gd","Y",1.68639635601808,0.704237958712808,"Gd",0.232622718528595,"Y",0.789270157491639,1.38910297997842,"20","RL","Norm","1Story",-1.008297113332,-0.915134405507486
1887,"1Fam","BrkFace",0.619693906898825,"Gd","Y",0.654163100986902,-0.142196751494377,"Gd",0.177406360665273,"Y",-0.259695549834881,-0.701387254549797,"20","RL","Norm","1Story",-0.843769691636135,-0.678509250856187
1888,"1Fam","BrkFace",0.455810507865153,"Gd","Y",1.11879364157271,0.238801840691339,"Gd",1.55321394409305,"Y",-0.72938168744377,-0.00455717637372405,"20","RL","Norm","1Story",-1.17282453502786,-1.10443452922853
1889,"1Fam","None",-0.561396796481775,"Gd","Y",-1.37765369541268,-0.18544524033708,"Gd",-0.149290423359383,"Y",0.0534285419043788,-0.178764695917742,"60","RL","Norm","2Story",-1.17282453502786,-1.10443452922853
1890,"1Fam","None",-0.561396796481775,"TA","Y",-0.0189233037536257,-0.694129847201252,"TA",0.329251344789408,"Y",-0.72938168744377,2.78276313633057,"20","RL","Norm","1Story",0.373733228913247,0.59926658426083
1891,"TwnhsE","BrkFace",-0.109304661216474,"TA","Y",-0.212310069294747,-0.852707639624496,"TA",0.241825444839148,"Y",-0.72938168744377,-0.294903042280421,"OTHERS","RM","Norm","SFoyer",-1.10701356634952,-1.05710949829827
1892,"1Fam","None",-0.561396796481775,"TA","Y",-0.704567290672148,-1.25636020215639,"TA",-0.701454001992603,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",0.406638713252419,1.16716695542395
1893,"1Fam","None",-0.561396796481775,"TA","Y",0.531098795642552,-0.24310989212735,"TA",-1.27662439640221,"Y",-0.72938168744377,-0.106178229441068,"20","RL","Norm","1Story",0.702788072304972,1.59309223379629
1894,"Duplex","BrkFace",-0.143211571361371,"TA","Y",1.30966889067824,0.395320181264931,"TA",-2.17389021168119,"Y",-0.72938168744377,-0.701387254549797,"90","RL","Norm","1Story",0.406638713252419,1.16716695542395
1895,"1Fam","BrkFace",0.902251491439638,"TA","Y",1.01330995127756,0.152304863005933,"TA",-0.733663544079541,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",0.505355166269937,1.30914204821473
1896,"1Fam","None",-0.561396796481775,"TA","Y",-0.759820652255326,-0.387271521603026,"TA",-0.995941243930321,"Y",-0.071821094791325,-0.701387254549797,"50","RL","Norm","1.5Fin",0.998937431357524,1.59309223379629
1897,"1Fam","BrkFace",-0.0640954476899435,"TA","Y",-0.815074013838504,-0.449055077092602,"TA",-1.02354942286198,"Y",-0.72938168744377,-0.701387254549797,"50","OTHER","Norm","1.5Fin",1.09765388437504,1.59309223379629
1898,"1Fam","None",-0.561396796481775,"TA","Y",-1.27970455442432,-0.502600825183568,"TA",-1.34564484373136,"Y",1.84606396711164,0.692272901802349,"70","RL","Feedr","2Story",1.19637033739256,1.59309223379629
1899,"1Fam","None",-0.561396796481775,"Gd","Y",0.18953256040109,-0.523195343680093,"Gd",-0.149290423359383,"Y",-0.72938168744377,-0.701387254549797,"30","RL","Norm","1Story",1.82157453983684,-0.773159312716706
1900,"1Fam","None",-0.561396796481775,"TA","Y",-1.3274233667007,-0.531433151078703,"TA",-1.18459713329667,"Y",-0.72938168744377,0.939066887823042,"70","RL","Norm","2Story",1.75576357115849,-0.299909003414108
1901,"1Fam","None",-0.561396796481775,"TA","Y",-0.794981882353712,0.166721025953501,"TA",-0.149290423359383,"Y",-0.72938168744377,-0.396524095347765,"50","RL","Norm","1.5Fin",1.0318429156967,1.59309223379629
1902,"1Fam","None",-0.561396796481775,"TA","Y",0.292504734260648,-0.438757817844339,"TA",-0.761271723011202,"Y",3.05159172030779,-0.701387254549797,"20","RL","Norm","1Story",0.373733228913247,1.11984192449369
1903,"Duplex","None",-0.561396796481775,"TA","Y",0.209624691885882,2.04700056468625,"TA",-0.333344949570456,"Y",-0.72938168744377,-0.701387254549797,"90","RL","Norm","2.5Unf",1.0318429156967,1.59309223379629
1904,"1Fam","None",-0.561396796481775,"TA","Y",-0.111849411870788,-0.770329565638395,"TA",-0.379358581123225,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Feedr","1Story",0.571166134948282,1.40379211007525
1905,"1Fam","Stone",0.184555226705972,"TA","Y",1.01582146771316,0.154364314855586,"TA",-0.0434590707880156,"Y",-0.72938168744377,1.44717215315976,"20","RL","Norm","1Story",0.373733228913247,1.11984192449369
1906,"1Fam","None",-0.561396796481775,"TA","N",-0.42830048275626,0.0761051445687903,"Fa",-0.816488080874524,"Y",-0.72938168744377,-0.701387254549797,"50","RL","Norm","1.5Fin",0.735693556644144,-1.00978446736801
1907,"1Fam","Stone",1.81208691366106,"TA","Y",1.88229463799481,0.864875202985705,"TA",0.476494965758267,"Y",-0.72938168744377,2.21658869781251,"20","RL","PosA","1Story",0.571166134948282,1.40379211007525
1908,"Twnhs","None",-0.561396796481775,"TA","Y",-1.60871320748778,-0.935085713610596,"TA",-0.0940740654960608,"Y",1.45465885243757,-0.701387254549797,"160","RM","Norm","2Story",-0.284376457870203,0.173341305888491
1909,"TwnhsE","None",-0.561396796481775,"TA","Y",-1.49569496788583,-0.52937369922905,"Gd",-0.0480604339432924,"Y",0.648364316208972,-0.701387254549797,"160","RM","Norm","2Story",-0.284376457870203,-0.394559065274627
1910,"Twnhs","None",-0.561396796481775,"TA","Y",-1.49569496788583,-0.52937369922905,"TA",-0.0480604339432924,"Y",0.476146065752379,-0.701387254549797,"160","RM","Norm","2Story",-0.284376457870203,0.173341305888491
1911,"1Fam","BrkFace",0.806181912695762,"TA","Y",0.0639567386211408,1.0213935435593,"TA",0.131392729112504,"Y",2.40185922994883,0.924549594527707,"80","RL","Norm","SLvl",-0.481809363905238,-0.110608879693068
1912,"1Fam","None",-0.561396796481775,"Gd","Y",3.03508068193474,1.81016360197621,"Ex",0.361460886876346,"Y",0.836238771252528,1.38910297997842,"20","RL","Norm","1Story",0.0117729011823495,-1.19908459108905
1913,"1Fam","None",-0.561396796481775,"TA","N",-0.573968436021001,1.40445158759466,"Gd",0.476494965758267,"Y",2.92634208361208,1.62137967270378,"70","RM","Norm","2Story",2.3480622892636,-0.441884096204887
1914,"1Fam","None",-0.561396796481775,"TA","N",-1.46806828709424,-1.88243356445076,"TA",-1.25361758062582,"N",-0.72938168744377,-0.701387254549797,"30","OTHER","Norm","1Story",1.52542518078428,1.59309223379629
1915,"TwnhsE","Stone",0.421903597720255,"Ex","Y",1.23432339761027,0.333536625775355,"Ex",0.0439668291622443,"Y",0.538770884100231,0.0680292901029502,"120","RM","Norm","1Story",-1.17282453502786,-1.15175956015879
1916,"1Fam","None",-0.561396796481775,"Fa","N",-0.870327375421681,-1.39228402423346,"TA",-0.885508528203677,"N",0.202162485480527,-0.352972215461761,"30","OTHER","Norm","1Story",2.01900744587187,1.59309223379629
1917,"1Fam","None",-0.561396796481775,"Gd","Y",-0.292678595233915,1.16555517303497,"Gd",0.780184934006538,"Y",0.914519794187342,0.619686435325675,"60","RL","Norm","2Story",-0.942486144653653,-0.820484343646966
1918,"1Fam","None",-0.561396796481775,"TA","Y",-0.578991468892199,-1.15338760967376,"TA",-0.558811744179021,"Y",1.76778294417682,-0.701387254549797,"OTHERS","RL","Norm","SFoyer",-0.185660004852685,0.315316398679271
1919,"1Fam","None",-0.561396796481775,"TA","Y",0.327665964359034,-0.409925491949204,"TA",0.315447255323578,"Y",1.63470520518764,-0.135212816031738,"OTHERS","RL","Norm","SFoyer",-0.185660004852685,0.315316398679271
1920,"1Fam","None",-0.561396796481775,"TA","Y",1.10121302652352,0.224385677743772,"TA",0.918225828664843,"Y",-0.72938168744377,-0.701387254549797,"20","RL","Norm","1Story",-0.6463367856011,-0.347234034344367
1921,"1Fam","Stone",0.828786519459027,"Ex","Y",2.20879177462267,1.13260394344053,"Ex",1.41517304943474,"Y",-0.0248524810304361,1.53427591293177,"20","RL","Norm","1Story",-1.20573001936703,-1.15175956015879
1922,"1Fam","BrkFace",1.73297078998963,"Ex","Y",1.21674278256107,0.319120462827787,"Ex",1.89831618073881,"Y",-0.72938168744377,0.677755608507014,"20","RL","Norm","1Story",-1.20573001936703,-1.15175956015879
1923,"1Fam","None",-0.561396796481775,"TA","Y",0.548679410691745,1.54655376522069,"Gd",-0.149290423359383,"Y",1.65818951206808,-0.352972215461761,"60","RL","Norm","2Story",-0.284376457870203,-1.05710949829827
1924,"1Fam","BrkFace",1.19046022767127,"TA","Y",0.809877119994039,-0.0145107368159206,"Gd",0.485697692068821,"Y",1.02411322629608,2.7537285497399,"80","RL","Norm","SLvl",-0.51471484824441,-0.252583972483848
1925,"1Fam","None",-0.561396796481775,"Gd","Y",-0.212310069294747,1.08729600274818,"Gd",0.0623722817833517,"Y",0.241302996947934,0.953584181118377,"60","RL","Norm","2Story",-1.04120259767117,-0.915134405507486
1926,"1Fam","Stone",1.07743719385494,"Ex","Y",2.06312382135793,1.01315573616069,"Ex",2.0593638911735,"Y",1.68167381894853,0.0535119968076154,"20","RL","Norm","1Story",-1.17282453502786,-1.10443452922853
1927,"1Fam","BrkFace",0.467112811246786,"TA","Y",-0.373047121173082,-0.984512558002257,"Gd",-0.406966760054886,"Y",0.397865042817564,-0.701387254549797,"20","RL","Norm","1Story",0.110489354199867,0.741241677051609
1928,"1Fam","BrkFace",0.433205901101888,"TA","Y",0.621513387324115,-0.168969625539859,"TA",0.145196818578335,"Y",-0.72938168744377,-0.46911056182444,"20","RL","Norm","1Story",0.0775838698606944,-0.773159312716706
1929,"1Fam","None",-0.561396796481775,"TA","Y",-0.905488605520067,-1.42111635012859,"TA",-0.627832191508174,"Y",0.350896429056675,-0.701387254549797,"OTHERS","RL","Norm","SFoyer",-0.021132583156823,0.55194155333057
1930,"1Fam","None",-0.561396796481775,"TA","Y",-0.164591257018367,-0.813578054481098,"TA",-0.199905418067428,"Y",1.46248695473105,-0.701387254549797,"80","RL","Norm","SLvl",-0.712147754279445,-0.583859188995667
1931,"1Fam","None",-0.561396796481775,"TA","Y",-0.686986675622955,-1.24194403920882,"TA",1.03786127070204,"Y",0.0534285419043788,-0.236833869099082,"OTHERS","RL","Norm","SFoyer",-0.679242269940273,-0.441884096204887
1932,"1Fam","None",-0.561396796481775,"TA","Y",-1.33746943244309,-0.409925491949204,"TA",-0.149290423359383,"Y",0.444833656578453,-0.701387254549797,"60","RL","Norm","2Story",-0.679242269940273,-0.394559065274627
1933,"1Fam","BrkFace",0.444508204483521,"Gd","Y",-0.935626802747255,0.300585396180915,"TA",1.95813390175741,"Y",-0.72938168744377,1.81010448554313,"60","RL","Norm","2Story",0.0775838698606944,0.69391664612135
1934,"1Fam","None",-0.561396796481775,"TA","Y",-0.578991468892199,0.242920744390644,"TA",-0.0112495287010777,"Y",-0.72938168744377,-0.178764695917742,"60","RL","Norm","2Story",-0.843769691636135,-0.678509250856187
1935,"1Fam","BrkFace",0.111090254725361,"TA","Y",-1.19682451204955,-0.0330458034627932,"TA",-0.24131768646492,"Y",0.773613952904676,0.0099601169216108,"60","RL","Norm","2Story",-0.77795872295779,-0.583859188995667
1936,"1Fam","None",-0.561396796481775,"TA","Y",-0.578991468892199,0.242920744390644,"TA",-0.00204680239052404,"Y",0.0534285419043788,0.489030795667661,"60","RL","Norm","2Story",-0.876675175975308,-0.678509250856187
1937,"1Fam","None",-0.561396796481775,"TA","Y",-0.604106633248189,0.308823203579525,"TA",-0.397764033744332,"Y",0.58573949786112,0.518065382258331,"60","RL","Norm","2Story",-0.810864207296963,-0.583859188995667
1938,"1Fam","None",-0.561396796481775,"Gd","Y",0.571283058612136,-0.21015866253291,"Gd",-0.314939496949349,"Y",-0.72938168744377,-0.135212816031738,"20","RL","Norm","1Story",-0.810864207296963,-0.631184219925927
1939,"1Fam","None",-0.561396796481775,"Gd","Y",1.31971495642063,0.403557988663541,"Gd",0.255629534304979,"Y",-0.72938168744377,-0.701387254549797,"120","RL","Norm","1Story",-0.843769691636135,-0.631184219925927
1940,"TwnhsE","None",-0.561396796481775,"Gd","Y",0.310085349309841,-0.424341654896772,"Gd",0.154399544888888,"Y",-0.72938168744377,0.489030795667661,"120","RL","Norm","1Story",-0.679242269940273,-0.394559065274627
