"Id","BldgType","MasVnrType_clean","MasVnrArea_clean_scale","ExterQual","CentralAir","1stFlrSF_scale","GrLivArea_scale","KitchenQual_clean","GarageArea_clean_scale","PavedDrive","WoodDeckSF_scale","OpenPorchSF_scale","MSSubClass_agrup","MSZoning_agrup","Condition1","HouseStyle","antiguedad_scale","reforma_scale","averagePrice_surface"
264,"1Fam","None",-0.567590011190771,"TA","Y",-0.612090578785057,-0.379583529513977,"TA",0.0515416907250039,"Y",-0.751918199272585,-0.704241947620518,"50","RM","Norm","1.5Fin",1.39946172592098,-0.781493274780985,98.7841945288754
265,"1Fam","None",-0.567590011190771,"TA","N",-1.03114163514005,-1.43005090643876,"TA",0.145084941963124,"N",-0.751918199272585,-0.704241947620518,"30","RM","Artery","1Story",1.53189932180143,-0.926804046709186,95.5497382198953
266,"1Fam","BrkFace",0.595627110102571,"TA","Y",0.670929939437642,-0.177863344814653,"Gd",0.481840646420356,"Y",1.45011351347465,-0.704241947620518,"20","RL","Norm","1Story",-0.322227020524885,0.187245204740358,123.417721518987
267,"1Fam","None",-0.567590011190771,"TA","Y",-0.932845708340731,-0.00849451049163554,"TA",-0.280536851170322,"Y",0.00602749895562888,0.427730532921534,"60","RL","Norm","2Story",-0.851977404046689,-0.587745578876716,122.435473196559
268,"1Fam","None",-0.567590011190771,"TA","Y",-0.286161979397839,1.287462525171,"Gd",-1.08968597438006,"Y",1.33841625268312,-0.342010753847062,"OTHERS","RL","Norm","2.5Fin",1.06836773621985,-0.587745578876716,81.8886861313869
269,"1Fam","None",-0.567590011190771,"TA","Y",-0.994927346319249,-1.40340861789356,"TA",2.10949321796365,"Y",-0.751918199272585,-0.326917787439834,"30","RM","Norm","1Story",1.03525833724974,1.4466052281181,154.884318766067
270,"1Fam","BrkFace",0.396218460737998,"TA","Y",-0.128371149535773,-0.765896713419286,"TA",0.145084941963124,"Y",2.20008083593204,-0.251452955403697,"20","RL","Norm","1Story",-0.156680025674321,0.429429824620694,132.973944294699
271,"1Fam","None",-0.567590011190771,"Gd","Y",-0.174932378019662,0.805998310747144,"Gd",2.71284718844952,"Y",0.779929948725489,0.0654993391480771,"60","FV","Norm","2Story",-1.1499619947777,-1.02367789466132,137.184115523466
272,"1Fam","None",-0.567590011190771,"TA","Y",0.518312579407119,-0.290141560826541,"TA",-0.158930624560766,"Y",-0.105669761835897,-0.704241947620518,"20","RL","Norm","1Story",0.571726751668159,-0.975240970685253,177.182685253118
273,"1Fam","BrkFace",1.36002693266677,"Gd","Y",0.00355233116857677,1.43589813277994,"Gd",0.926171089801427,"Y",0.301227402476091,0.156057137591441,"60","RL","Norm","2Story",-0.918196201986915,-1.07211481863739,127.753303964758
274,"1Fam","BrkCmn",0.446070623079141,"TA","Y",1.21414427174967,0.221770983363253,"TA",-0.631324043313273,"Y",1.55383239849535,-0.704241947620518,"20","RL","Feedr","1Story",0.439289155787708,-0.151813263092112,85.171568627451
275,"1Fam","None",-0.567590011190771,"TA","Y",-0.896631419519929,-1.33109383469947,"TA",-0.977434072894317,"Y",0.58844893022573,-0.704241947620518,"20","RL","Norm","1Story",-0.355336419494998,0.138808280764291,152.573529411765
276,"1Fam","None",-0.567590011190771,"Gd","N",-0.544835470974996,0.0619172520920908,"Ex",0.930848252363333,"Y",-0.16151839223166,-0.704241947620518,"50","RL","Norm","1.5Fin",1.53189932180143,-1.07211481863739,132.428940568475
277,"1Fam","None",-0.567590011190771,"Gd","Y",1.02789935781412,0.0847534994165425,"Gd",0.467809158734638,"Y",0.0459193778097454,1.55970301346359,"20","RL","Norm","1Story",-1.05063379786737,-0.878367122733119,128.846153846154
278,"1Fam","None",-0.567590011190771,"TA","Y",-0.772468143562894,-1.23974884540166,"TA",-0.341339964475101,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.671054948578497,1.64035292402237,163.194444444444
279,"1Fam","BrkFace",1.17723567074924,"Ex","Y",2.47905764556197,1.15234806183466,"Ex",1.21147800607769,"Y",0.237400396309505,0.774868760287763,"20","RL","Norm","1Story",-1.1499619947777,-1.07211481863739,195.802923149458
280,"1Fam","BrkFace",1.08860960436499,"TA","Y",-0.0171415481575958,0.963949021407936,"TA",0.14976210452503,"Y",1.54585402272453,1.06163512202508,"60","RL","Norm","2Story",-0.189789424644434,0.380992900644627,94.9554896142433
281,"1Fam","BrkFace",1.31571389947464,"Gd","Y",0.032006415242064,0.887828196993097,"Gd",0.47716348385845,"Y",-0.751918199272585,0.56356723058658,"60","RL","Norm","2Story",-0.587102212285787,-0.200250187068179,115.287588294652
282,"1Fam","Stone",-0.190929229057689,"Gd","Y",0.257052352914191,-0.48234664247401,"Gd",0.463131996172732,"Y",-0.751918199272585,1.10691402124676,"20","FV","Norm","1Story",-1.1499619947777,-1.02367789466132,146.592709984152
283,"Twnhs","Stone",0.351905427545871,"Gd","Y",0.391562568534312,-0.383389570734719,"Gd",0.715698774515657,"Y",0.620362433309023,0.231521969627578,"120","RL","Norm","1Story",-1.18307139374782,-1.12055174261345,157.914764079148
284,"1Fam","Stone",-0.168772712461625,"Gd","Y",0.789919745563134,-0.0903243967375877,"Gd",1.98788699135409,"Y",0.923540712600308,1.55970301346359,"20","RL","Feedr","1Story",-1.21618079271793,-1.16898866658952,166.621253405995
285,"TwnhsE","None",-0.567590011190771,"Gd","Y",1.06670038155069,0.113298808572107,"Gd",0.262014006010774,"Y",-0.751918199272585,-0.704241947620518,"120","RL","Norm","1Story",-0.686430409196125,-0.34556095899638,113.777777777778
286,"TwnhsE","None",-0.567590011190771,"Gd","Y",-1.3906977884323,-0.505182889798462,"Gd",0.257336843448868,"Y",-0.751918199272585,0.110778238369759,"160","FV","Norm","2Story",-1.1499619947777,-1.07211481863739,131.76
287,"1Fam","None",-0.567590011190771,"TA","Y",-0.200799727177377,0.415879085621093,"Gd",-0.15425346199886,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Norm","1.5Fin",0.306851559907257,0.187245204740358,91.6955017301038
288,"1Fam","None",-0.567590011190771,"TA","Y",-0.787988553057524,-1.25116696906389,"TA",-2.2122049892375,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.00886696917624241,0.67161444450103,102.564102564103
289,"1Fam","BrkFace",-0.395877007571278,"TA","Y",-0.679345686595118,-1.1712401034283,"TA",-0.902599471903821,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.141304565056693,0.865362140405298,135.555555555556
290,"1Fam","None",-0.567590011190771,"TA","Y",-1.20186613958097,-0.227341880684298,"TA",-0.416174565465597,"Y",-0.751918199272585,-0.704241947620518,"70","RL","RRAn","2Story",1.86299331150256,-0.878367122733119,110.010744985673
291,"1Fam","None",-0.567590011190771,"Gd","Y",-0.216320136672007,0.767937898539725,"Gd",0.991651365668111,"Y",-0.751918199272585,0.0654993391480771,"60","RL","Norm","2Story",-1.1499619947777,-1.02367789466132,121.537258989057
292,"2fmCon","None",-0.567590011190771,"TA","N",-0.586223229627341,0.381624714634416,"Fa",-2.2122049892375,"N",-0.751918199272585,2.07286387130932,"190","RL","Norm","2Story",1.96232150841289,-0.733056350804918,79.1958041958042
293,"1Fam","None",-0.567590011190771,"TA","Y",-0.0378354274837683,0.381624714634416,"TA",-0.897922309341915,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Norm","1.5Fin",0.737273746518723,-1.12055174261345,76.3403263403263
294,"1Fam","BrkFace",-0.37925962012423,"TA","Y",0.789919745563134,1.42257698850734,"Gd",0.308785631629834,"Y",-0.751918199272585,3.06899965418632,"60","RL","PosA","2Story",-0.189789424644434,-0.442434806948515,103.844454264251
295,"1Fam","Stone",0.750722726275017,"TA","Y",1.24518509073893,0.244607230687705,"TA",-0.257151038360792,"Y",0.125703135517978,-0.704241947620518,"20","RL","Norm","1Story",0.604836150638272,1.54347907607024,101.581508515815
296,"1Fam","None",-0.567590011190771,"TA","Y",-0.412911990270646,-0.975228980560094,"TA",0.537966597163228,"Y",0.205486893226211,-0.704241947620518,"80","RL","Norm","SLvl",-0.421555217435223,0.0419344328121567,142.073778664008
297,"1Fam","None",-0.567590011190771,"TA","Y",-0.653478337437402,0.0809474581958006,"TA",-0.893245146780009,"Y",1.55383239849535,-0.704241947620518,"50","RM","Norm","1.5Fin",0.70416434754861,1.68878984799844,97.5609756097561
298,"1Fam","BrkFace",8.29501662723469,"Gd","Y",-0.48534056791225,0.826931537461225,"Gd",0.481840646420356,"Y",-0.751918199272585,-0.553312283548244,"60","FV","Norm","2Story",-0.851977404046689,-0.636182502852783,122.564102564103
299,"1Fam","BrkFace",1.45419212820004,"Gd","Y",-0.314616063471326,0.433006271114432,"TA",0.308785631629834,"Y",1.03523797339183,-0.704241947620518,"60","RL","Norm","2Story",0.108195166086581,0.816925216429231,100.401606425703
300,"1Fam","None",-0.567590011190771,"TA","Y",-0.0274884878206821,-0.691678909614818,"Gd",-0.809056220665701,"Y",-0.751918199272585,-0.160895156960333,"20","RL","Norm","1Story",0.70416434754861,-0.926804046709186,137.586805555556
301,"2fmCon","BrkFace",-0.25739877884588,"TA","Y",0.448470736681287,-0.341523117306557,"TA",-0.458269028522751,"Y",-0.751918199272585,-0.704241947620518,"190","RL","Norm","1Story",0.604836150638272,1.54347907607024,117.51497005988
302,"1Fam","None",-0.567590011190771,"Gd","Y",0.122542137294069,1.78224788386746,"Gd",0.982297040544299,"Y",0.907583961058662,0.0504063727408497,"60","RL","Norm","2Story",-0.885086803016802,-0.68461942682885,108.890701468189
303,"1Fam","BrkFace",0.263279361161616,"Gd","Y",0.978751394414459,0.0485961078194939,"Gd",1.73064305044926,"Y",2.98196166147272,0.518288331364898,"20","RL","Norm","1Story",-0.98441499992714,-0.829930198757052,133.030499675535
304,"1Fam","None",-0.567590011190771,"TA","Y",-0.694866096089747,-1.18265822709053,"TA",0.369588744934612,"Y",1.29054599805818,-0.704241947620518,"20","RL","Norm","1Story",-0.0242424297938703,0.623177520524963,167.673378076063
305,"1Fam","None",-0.567590011190771,"TA","Y",1.32537387312785,3.76329233926365,"Gd",1.85692643962072,"Y",1.65755128351605,-0.704241947620518,"OTHERS","RM","Norm","2.5Fin",3.0218222754565,-0.829930198757052,84.4546235327798
306,"1Fam","Stone",0.795035759467144,"Gd","Y",2.16606272075361,0.922082567979774,"Gd",1.94111536573503,"Y",0.58844893022573,-0.704241947620518,"20","RL","Norm","1Story",-1.08374319683748,-0.975240970685253,152.95
307,"1Fam","BrkFace",0.795035759467144,"Gd","Y",-0.105090535293829,1.38451657629992,"Gd",1.27695828194438,"Y",0.261335523621974,-0.0401514257025144,"60","RL","Feedr","2Story",-0.6202116112559,-0.297124035020313,100.312082032992
308,"1Fam","None",-0.567590011190771,"TA","Y",-0.330136472965956,-0.208311674580589,"Fa",-2.2122049892375,"N",-0.751918199272585,1.46914521502022,"50","RM","Artery","1.5Fin",1.69744631665199,1.68878984799844,63.6557610241821
309,"1Fam","None",-0.567590011190771,"TA","Y",-0.780228348310209,-1.24545790723277,"TA",0.308785631629834,"Y",0.508665172517497,-0.704241947620518,"30","RL","Norm","1Story",1.03525833724974,1.68878984799844,95.8188153310105
310,"1Fam","None",-0.567590011190771,"Gd","Y",2.0212055654704,0.815513413798999,"Ex",1.09922610459195,"Y",0.907583961058662,1.93702717364427,"20","RL","Norm","1Story",-1.05063379786737,-0.926804046709186,185.185185185185
311,"1Fam","BrkFace",0.0527924534990113,"TA","Y",-1.20445287449675,-0.0275247165953454,"Gd",-0.24779671323698,"Y",0.763973197183842,0.246614936034805,"60","RL","Norm","2Story",-0.719539808166238,-0.442434806948515,110.326449033977
312,"1Fam","None",-0.567590011190771,"TA","Y",-0.493100772659565,-1.03422261948159,"TA",-1.08968597438006,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.770383145488836,-0.829930198757052,135.802469135802
313,"2fmCon","None",-0.567590011190771,"TA","Y",-0.956126322582676,-0.756381610367431,"TA",-0.294568338856041,"Y",-0.751918199272585,-0.704241947620518,"190","RM","Artery","1.5Fin",1.06836773621985,1.68878984799844,107.245080500894
314,"1Fam","None",-0.567590011190771,"TA","Y",2.25918517772139,0.990591309953129,"TA",0.187179405020278,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.207523362996919,0.962235988357433,184.184675834971
315,"1Fam","None",-0.567590011190771,"TA","Y",-0.855243660867584,0.238898168856592,"Ex",0.341525769563176,"Y",-0.751918199272585,-0.704241947620518,"70","RM","Norm","2Story",1.53189932180143,-0.248687111044246,108.470444850701
316,"1Fam","None",-0.567590011190771,"Gd","Y",-1.15530491109709,-0.158833138710943,"Gd",-0.191670762494108,"Y",0.0459193778097454,0.0654993391480771,"60","RL","Norm","2Story",-1.08374319683748,-0.975240970685253,131.63407821229
317,"1Fam","BrkFace",0.972287892235653,"Gd","Y",-0.0249017529049105,1.59384884344073,"Ex",0.0515416907250039,"Y",1.54585402272453,2.23888650178882,"60","RL","Norm","2Story",-0.289117621554772,0.235682128716425,110.497237569061
318,"1Fam","None",-0.567590011190771,"Gd","Y",-0.193039522430063,0.844058722954564,"Gd",2.58188663671615,"Y",0.907583961058662,-0.00996549288805968,"60","FV","Norm","2Story",-1.1499619947777,-1.02367789466132,137.825421133231
319,"1Fam","BrkFace",0.850427050957303,"Gd","Y",0.541593193649063,2.15143388227943,"Gd",0.856013651372837,"Y",1.96072956280734,0.201336036813123,"60","RL","Norm","2Story",-0.719539808166238,-0.393997882972448,98.2615268329554
320,"1Fam","BrkFace",0.67871404733781,"TA","Y",0.80026668522622,-0.0827123142961038,"TA",0.537966597163228,"Y",1.10704335532924,0.020220439926395,"80","RL","Norm","SLvl",-0.289117621554772,0.235682128716425,127.377717391304
321,"1Fam","Stone",1.48188777394512,"TA","Y",0.22342479900916,2.05628285176088,"Gd",1.71661156276354,"Y",1.16289198572501,1.62007487909249,"60","RL","Norm","2Story",-1.1499619947777,-1.02367789466132,131.988828967643
322,"1Fam","BrkFace",1.5815920986274,"Gd","Y",-0.0688762464730272,1.81269621363339,"Gd",1.86628076474453,"Y",0.716102942558903,1.62007487909249,"60","RL","Norm","2Story",-1.08374319683748,-0.926804046709186,143.435980551053
323,"1Fam","BrkFace",0.385140202439966,"Gd","Y",1.00979221340372,2.31128761355059,"Gd",0.481840646420356,"Y",0.851735330662899,0.744682827473308,"60","RL","Norm","2Story",-0.487774015375449,-0.103376339116045,110.25641025641
324,"1Fam","None",-0.567590011190771,"TA","Y",0.000965596252805205,-0.670745682900737,"TA",-1.18322922561818,"Y",0.381011160184324,0.774868760287763,"20","RM","Norm","1Story",0.538617352698046,-0.975240970685253,108.490971625107
325,"1Fam","BrkFace",1.094148733514,"Gd","Y",1.90221575934491,2.78323672492259,"Gd",0.425714695677484,"Y",1.16289198572501,-0.704241947620518,"80","RL","PosN","SLvl",0.141304565056693,-1.07211481863739,81.2625923438549
326,"1Fam","None",-0.567590011190771,"TA","N",-0.93025897342496,-1.35583310263429,"TA",-0.528426466951341,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RM","RRAe","1.5Unf",1.00214893827962,1.68878984799844,108.343711083437
327,"TwnhsE","None",-0.567590011190771,"Gd","Y",1.4391902094218,0.387333776465529,"Gd",9.29025440378364e-05,"Y",0.221443644767858,-0.251452955403697,"120","RL","Norm","1Story",-0.719539808166238,-0.393997882972448,188.48167539267
328,"1Fam","BrkFace",0.401757589887014,"TA","Y",0.57004727772255,-0.252081148619121,"TA",-0.846473521160949,"Y",-0.751918199272585,-0.025058459295287,"20","RL","Norm","1Story",0.373070357847483,1.20442060823777,105.025307302965
329,"1Fam","None",-0.567590011190771,"TA","N",0.730424842500388,1.17708732976949,"Gd",-0.149576299436954,"Y",-0.751918199272585,0.201336036813123,"OTHERS","RL","PosN","2.5Unf",1.82988391253244,-0.442434806948515,100.515463917526
330,"1Fam","None",-0.567590011190771,"TA","N",-1.46571310098967,-0.615558085199978,"TA",-1.32822126503727,"N",-0.751918199272585,-0.704241947620518,"70","RM","Norm","2Story",1.69744631665199,1.68878984799844,65.4362416107383
331,"Duplex","BrkFace",-0.102303162673434,"TA","Y",1.46247082366374,0.404460961958867,"TA",-0.565843767446589,"Y",0.484730045205027,-0.704241947620518,"90","RL","Norm","1Story",0.240632761967032,1.0106729123335,68.8657407407407
332,"1Fam","None",-0.567590011190771,"TA","Y",-0.275815039734753,-0.874368888210432,"TA",-0.771638920170453,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.439289155787708,-0.34556095899638,131.628787878788
333,"1Fam","BrkFace",1.07199221691794,"Gd","Y",1.20638406700236,0.21606192153214,"Gd",1.90369806523978,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",-1.05063379786737,-0.926804046709186,174.340085942296
334,"TwnhsE","Stone",0.241122844565552,"Gd","Y",0.505378904828261,-0.299656663878396,"Gd",0.0515416907250039,"Y",0.779929948725489,-0.251452955403697,"120","RM","Norm","1Story",-1.08374319683748,-0.926804046709186,152.430044182622
335,"1Fam","None",-0.567590011190771,"TA","Y",-0.56811608521694,0.233189107025479,"TA",-0.00458426001786817,"Y",0.0459193778097454,-0.130709224145879,"60","RL","Norm","2Story",-0.885086803016802,-0.636182502852783,117.216117216117
336,"2fmCon","None",-0.567590011190771,"TA","Y",1.18051671784464,0.514836157360384,"TA",0.262014006010774,"Y",4.59359356717903,-0.704241947620518,"190","RL","Norm","1.5Fin",0.207523362996919,0.962235988357433,128.191489361702
337,"1Fam","Stone",0.540235818612412,"Gd","Y",1.96429739732343,0.773646960370838,"Gd",0.949556902610957,"Y",0.668232687933963,0.0654993391480771,"20","RL","Norm","1Story",-1.11685259580759,-1.02367789466132,196.371488033299
338,"1Fam","BrkFace",0.0583315826480272,"Gd","Y",0.965817719835601,0.039081004767639,"Gd",0.276045493696492,"Y",0.779929948725489,0.412637566514306,"20","RL","Norm","1Story",-1.01752439889725,-0.878367122733119,139.322916666667
339,"1Fam","None",-0.567590011190771,"Gd","Y",1.18569018767618,0.200837756649172,"Gd",-0.15425346199886,"Y",0.109746383976332,-0.025058459295287,"20","RL","Norm","1Story",-0.421555217435223,-0.636182502852783,124.922887106724
340,"1Fam","BrkFace",0.40729671903603,"TA","Y",0.135475811872927,-0.571788611161446,"TA",-0.823087708351419,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Feedr","1Story",0.439289155787708,-0.636182502852783,127.572016460905
341,"1Fam","None",-0.567590011190771,"Gd","Y",-0.438779339428362,0.747004671825644,"Gd",-0.196347925056014,"Y",0.325162529788561,-0.704241947620518,"60","RL","Norm","2Story",-1.01752439889725,-0.829930198757052,106.341719077568
342,"1Fam","None",-0.567590011190771,"Fa","Y",-0.83196304662564,-1.28351831944019,"TA",-0.837119196037137,"N",1.24267574343324,-0.704241947620518,"20","OTHER","Feedr","1Story",0.70416434754861,1.68878984799844,97.5029726516052
343,"Duplex","BrkFace",1.31571389947464,"TA","N",-0.317202798387098,-0.904817217976368,"TA",-0.341339964475101,"Y",-0.751918199272585,-0.704241947620518,"90","RL","Norm","1Story",0.737273746518723,1.68878984799844,84.1346153846154
344,"TwnhsE","BrkFace",2.84451354460303,"Ex","Y",1.34865448736979,0.320728055102544,"Ex",0.425714695677484,"Y",3.19737780728495,0.382451633699852,"120","RL","Norm","1Story",-1.11685259580759,-0.975240970685253,157.957244655582
345,"TwnhsE","None",-0.567590011190771,"TA","Y",-1.62091719593597,-0.767799734029657,"TA",-0.640678368437085,"Y",0.700146191017256,-0.704241947620518,"160","RM","Norm","2Story",-0.156680025674321,0.429429824620694,76.4388489208633
346,"1Fam","None",-0.567590011190771,"TA","Y",-0.493100772659565,0.117104849792849,"Fa",-0.752930269922829,"Y",-0.751918199272585,-0.704241947620518,"50","RL","RRAn","1.5Fin",1.06836773621985,1.68878984799844,88.9029803424223
347,"1Fam","None",-0.567590011190771,"TA","Y",-0.529315061480367,-1.06086490802679,"TA",-0.804379058103795,"Y",-0.751918199272585,-0.704241947620518,"20","RL","Norm","1Story",0.373070357847483,-0.636182502852783,158.141962421712
348,"1Fam","BrkFace",-0.401416136720294,"TA","Y",0.81578709472085,-0.0712941906338779,"TA",0.117021966591688,"Y",-0.751918199272585,-0.100523291331424,"20","RL","Norm","1Story",0.373070357847483,1.20442060823777,106.562922868742
349,"Twnhs","Stone",0.0195576786049158,"Gd","Y",-1.03114163514005,0.210352859701027,"Gd",0.00477006510594384,"Y",-0.751918199272585,-0.296731854625379,"160","RL","Norm","2Story",-1.05063379786737,-0.926804046709186,94.7109471094711
350,"1Fam","BrkFace",4.25145234845307,"Ex","Y",1.77287901355633,2.30748157232985,"Ex",1.08987177946814,"Y",-0.751918199272585,-0.704241947620518,"60","RL","Norm","2Story",-1.11685259580759,-1.02367789466132,160.24706744868
351,"TwnhsE","BrkFace",1.43757474075299,"Ex","Y",1.82720044678753,0.672786868021176,"Ex",0.673604311458503,"Y",0.923540712600308,0.110778238369759,"120","RL","Norm","1Story",-1.18307139374782,-1.07211481863739,170.177100053505
352,"1Fam","None",-0.567590011190771,"TA","Y",0.75111872182656,-0.118869705893152,"Gd",-0.13086764918933,"Y",-0.751918199272585,0.50319536495767,"120","RL","Norm","1Story",-0.487774015375449,-0.0549394151399776,130.763936682725
353,"1Fam","None",-0.567590011190771,"TA","N",-1.41397840267424,-0.769702754640028,"TA",-1.2767724768563,"Y",-0.368956162273066,-0.704241947620518,"50","RL","Artery","1.5Fin",1.00214893827962,1.68878984799844,85.5085508550855
354,"1Fam","None",-0.567590011190771,"TA","Y",-1.144957971434,-1.51378381329508,"TA",0.0515416907250039,"Y",0.0937896324346852,-0.704241947620518,"30","RM","Norm","1Story",1.43257112489109,-0.878367122733119,147.083333333333
355,"1Fam","None",-0.567590011190771,"TA","Y",0.0759809088101807,0.151359220779527,"TA",-1.08968597438006,"Y",-0.751918199272585,-0.704241947620518,"50","RL","Norm","1.5Fin",1.03525833724974,-0.733056350804918,87.7742946708464
356,"1Fam","None",-0.567590011190771,"Gd","Y",0.0966747881363533,-0.600333920317011,"Gd",0.224596705515526,"Y",-0.751918199272585,-0.311824821032607,"20","RL","Norm","1Story",-0.785758606106464,-0.490871730924582,147.916666666667
357,"1Fam","BrkFace",0.0195576786049158,"TA","Y",0.0113125359158915,-0.663133600459253,"Gd",-0.341339964475101,"Y",0.205486893226211,-0.311824821032607,"20","RL","Norm","1Story",-0.686430409196125,-0.34556095899638,148.243359040274
358,"TwnhsE","None",-0.567590011190771,"TA","Y",-0.0533558369783978,-0.710709115718528,"TA",0.257336843448868,"Y",3.5244912138887,0.654125029029944,"120","RM","Norm","1Story",-0.156680025674321,0.429429824620694,117.338003502627
359,"1Fam","BrkFace",0.0971054866911386,"TA","Y",0.489858495333632,-0.311074787540622,"Gd",-0.865182171408573,"Y",0.58844893022573,-0.704241947620518,"80","RL","Norm","SLvl",0.439289155787708,1.3012944561899,96.1538461538462
360,"1Fam","BrkFace",2.36814843778766,"Gd","Y",-0.198212992261606,0.77745300159158,"Gd",0.556675247410852,"Y",0.907583961058662,0.427730532921534,"60","RL","Norm","2Story",-0.885086803016802,-0.636182502852783,145.530145530146
361,"1Fam","None",-0.567590011190771,"TA","Y",-0.648304867605859,-1.14840385610385,"TA",-0.0139385851416802,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RL","Norm","SFoyer",-0.222898823614547,0.33255597666856,171.052631578947
362,"1Fam","None",-0.567590011190771,"TA","Y",-0.451713014007219,-0.0199126341538614,"TA",-1.08968597438006,"N",-0.751918199272585,-0.704241947620518,"50","RL","Norm","1.5Fin",1.03525833724974,0.138808280764291,96.3455149501661
363,"1Fam","BrkFace",2.20197456331719,"Gd","Y",-1.7269733274826,0.773646960370838,"Gd",0.930848252363333,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RL","Norm","SFoyer",-1.05063379786737,-0.878367122733119,103.277835587929
364,"Twnhs","BrkFace",2.25736585480735,"TA","Y",-1.75801414647186,-1.00567731032603,"Gd",-0.977434072894317,"Y",1.24267574343324,-0.704241947620518,"160","RM","Norm","2Story",-0.0242424297938703,-1.07211481863739,119.554204660588
365,"1Fam","BrkFace",0.0971054866911386,"TA","Y",-0.96388652732999,0.111395787961736,"TA",0.435069020801296,"Y",1.68946478659935,0.971077323581718,"60","RL","Norm","2Story",-0.156680025674321,0.429429824620694,120.711562897078
366,"1Fam","None",-0.567590011190771,"TA","Y",-1.26912124739104,-0.326298952423589,"TA",-0.0232929102654922,"Y",-0.751918199272585,1.22765775250458,"70","RM","Norm","2Story",1.69744631665199,-0.587745578876716,109.375
367,"1Fam","BrkFace",0.80057488861616,"TA","Y",0.598501361796038,-0.23114792190504,"TA",0.191856567582184,"Y",-0.751918199272585,0.442823499328761,"20","RL","Norm","1Story",0.273742160937144,1.05910983630957,114.060258249641
368,"1Fam","BrkFace",1.12184437925908,"TA","Y",0.694210553679586,-0.160736159321314,"TA",-0.827764870913325,"Y",-0.241302149939893,0.955984357174491,"80","RL","Norm","SLvl",0.306851559907257,1.10754676028563,115.303983228512
369,"1Fam","BrkFace",0.540235818612412,"TA","Y",0.27257276240882,-0.470928518811784,"TA",-1.07097732413244,"Y",-0.751918199272585,0.774868760287763,"20","RL","Norm","1Story",0.571726751668159,1.49504215209417,104.10094637224
370,"1Fam","None",-0.567590011190771,"TA","Y",0.32172072580848,-0.434771127214735,"Gd",0.481840646420356,"Y",2.1522105813071,-0.447661518697653,"20","RL","Norm","1Story",0.406179756817595,-1.02367789466132,125.874125874126
371,"1Fam","None",-0.567590011190771,"TA","Y",-0.542248736059224,0.282667642895125,"TA",-0.0607102107607402,"Y",0.0459193778097454,-0.100523291331424,"60","RL","Norm","2Story",-0.951305600957027,-0.733056350804918,103.605769230769
372,"1Fam","None",-0.567590011190771,"TA","Y",-0.110264005125372,0.13803807650693,"TA",0.968265552858581,"N",-0.751918199272585,0.186243070405896,"50","RL","Feedr","1.5Fin",0.406179756817595,1.25285753221384,84.6549118387909
373,"TwnhsE","None",-0.567590011190771,"TA","Y",-1.06218245412931,-1.45288715376321,"TA",-0.977434072894317,"Y",2.06444844782804,-0.704241947620518,"120","RL","Norm","1Story",-0.421555217435223,0.0419344328121567,166.223404255319
374,"1Fam","None",-0.567590011190771,"TA","Y",0.40449624311317,-0.373874467682864,"TA",-0.949371097522881,"Y",-0.225345398398247,-0.704241947620518,"20","RL","Norm","1Story",0.604836150638272,1.54347907607024,93.2524639878696
375,"1Fam","None",-0.567590011190771,"Gd","Y",-0.816442637131011,0.785065084033064,"Gd",-0.182316437370296,"Y",0.0459193778097454,0.020220439926395,"60","RL","Norm","2Story",-1.05063379786737,-0.926804046709186,113.848547717842
376,"1Fam","None",-0.567590011190771,"Fa","N",-0.668998746932031,-1.16362802098682,"Fa",-2.2122049892375,"Y",-0.751918199272585,-0.704241947620518,"30","RL","Norm","1Story",1.63122751871177,1.68878984799844,67.4778761061947
377,"1Fam","None",-0.567590011190771,"Gd","Y",-0.643131397774316,-1.14459781488311,"TA",0.481840646420356,"Y",-0.751918199272585,-0.704241947620518,"OTHERS","RL","Norm","SFoyer",-0.818868005076576,-0.539308654900649,161.925601750547
378,"1Fam","None",-0.567590011190771,"Gd","Y",1.07963405612955,1.80889017241265,"Gd",0.640864173525161,"Y",0.51664354828832,2.52565286352614,"60","FV","Norm","2Story",-1.08374319683748,-0.975240970685253,137.875101378751
379,"1Fam","Stone",1.3711051909648,"Gd","Y",1.7935728928825,0.648047600086353,"Ex",1.68854858739211,"Y",0.149638262830448,-0.704241947620518,"20","RL","Norm","1Story",-1.28239959065815,-1.21742559056559,197.01709064438
